screen,dose,Drug.Name,repurposing_target,MOA,IDs,combined_targets,citeline_targets,prism_targets,Syns
REP.1M,2.5,LY3200882,"",TGF BETA RECEPTOR INHIBITOR,BRD:BRD-K00003446-001-01-9,TGFBR1,"TGFBR1,",",","ly 3200882;ly3200882;ly-3200882;tgf beta receptor i inhibitor ii (solid tumors/colorectal cancer), eli lilly;tgf-beta-r1 effort ii (solid tumors), eli lilly;tgfbeta ri kinase inhibitor"
REP.1M,2.5,REPOTRECTINIB,"",RECEPTOR TYROSINE PROTEIN KINASE INHIBITOR,BRD:BRD-K00003447-001-01-9,"ALK,NTRK1,NTRK2,NTRK3,ROS1,SRC","ALK,NTRK1,NTRK2,NTRK3,ROS1,SRC,",",","repotrectinib;tpx 0005;tpx0005;tpx-0005;alk/ros1/trk inhibitors (solid tumors), tp therapeutics/patheon/inc research;luoputini;ropotrectinib"
REP.1M,2.5,ZURANOLONE,"",GABA RECEPTOR AGONIST,BRD:BRD-K00003448-001-01-9,GABRA1,"GABRA1,",",","s 812217;s812217;s-812217;sage 217;sage 217 (capsule);sage 217 (solution);sage217;sage-217;sage217 (capsule);sage-217 (capsule);sage217 (solution);sage-217 (solution);sage-nce;zuranolone;gaba a allosteric modulator (oral/steroid, epilepsy disorders), sage therapeutics"
REP.1M,2.5,E7046,"",PROSTANOID RECEPTOR ANTAGONIST,BRD:BRD-K00003449-001-01-9,PTGER4,"PTGER4,",",","an 0025;an0025;an-0025;e7046;e-7046;pge2 inhibitors (solid tumor), eisai"
REP.1M,2.5,AAI101,"",LACTAMASE INHIBITOR,BRD:BRD-K00003450-001-01-9,"",",",",","aai101;aai-101;aai101+cefepime, allecra;cefepime/aai101, allecra;cefepime/enmetazobactam, allecra;cefepime+aai101, allecra;cefepime+enmetazobactam, allecra;enmetazobactam;enmetazobactam + cefepime, allecra;exblifep"
REP.1M,2.5,LY334370,"",SEROTONIN RECEPTOR AGONIST,BRD:BRD-K00003451-001-01-9,"",,,
REP.1M,2.5,DESIDUSTAT,"",HYPOXIA INDUCIBLE FACTOR PROLYL HYDROXYLASE INHIBITOR,BRD:BRD-K00003452-001-01-9,"",NaN,NaN,"desidustat;hif prolyl hydroxylase inhibitor, zydus cadila;zyan 1;zyan1;zyan-1;phd-2 inhibitor, cadila healthcare"
REP.1M,2.5,CT7001,"",CDK INHIBITOR,BRD:BRD-K00003453-003-01-9,CDK7,"CDK7,",",","cancer therapy, carrick therapeutics;ct 7001;ct7001;ct-7001;icec 0942;icec0942;icec-0942;ppda-001;samuraciclib;samuraciclib hydrochloride;selective cdk7 inhibitor (oral, cancer), carrick therapeutics"
REP.1M,2.5,SECLIDEMSTAT,"",HISTONE DEMETHYLASE INHIBITOR,BRD:BRD-K00003454-001-01-9,KDM1A,"KDM1A,",",","seclidemstat;sp 2577;sp2577;sp-2577;lsd1 reversible inhibitor (oral tablet, cancer), salarius pharmaceuticals;seclidemstat mesylate"
REP.1M,2.5,S-38093,"",HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K00003455-001-01-9,HRH3,"HRH3,",",","s 38093;s38093;s-38093;s-38471-1;s-41150;s-750-1;histamine h3 antagonists (sleep/cognitive disorders), servier"
REP.1M,2.5,ASCIMINIB,"",BCR-ABL KINASE INHIBITOR,BRD:BRD-K00003456-001-01-9,"ABL1,BCR","ABL1,BCR,",",","abl 001;abl001;abl-001;abl001 (capsule);abl-001 (capsule);abl001 (tablet);abl-001 (tablet);asciminib;allosteric bcr-abl inhibitor (cml/all), novartis;asciminib hydrochloride"
REP.1M,2.5,IDH-305,"",ISOCITRATE DEHYDROGENASE INHIBITOR,BRD:BRD-K00003457-001-01-9,IDH1,"IDH1,",",","idh 305;idh-305;idh-1 inhibitor (cancer), novartis"
REP.1M,2.5,CINTIRORGON,"",ROR AGONIST,BRD:BRD-K00003458-001-01-9,RORC,"RORC,",",","cintirorgon;lyc 55716;lyc55716;lyc-55716;ror-gamma agonist, celgene;ror-gamma agonist, lycera"
REP.1M,2.5,DILMAPIMOD,"",P38 MAPK INHIBITOR,BRD:BRD-K00003459-001-01-9,MAPK14,"MAPK14,",",","681323;681323 (iv);681323 (oral);dilmapimod;dilmapimod (iv);dilmapimod (oral);gsk-681323;gsk-681323 (iv);gsk-681323 (oral);sb-681323;sb-681323 (iv);sb-681323 (oral);sb-681323-t;dilmapimod tosylate;p38 kinase inhibitor (tablet, neuropathic pain), gsk"
REP.1M,2.5,VORASIDENIB,"",ISOCITRATE DEHYDROGENASE INHIBITOR,BRD:BRD-K00003460-001-01-9,"IDH1,IDH2","IDH1,IDH2,",",","[13c315n3]ag-881;[14c]ag-881;ag 881;ag881;ag-881;agi 0023088;agi 23088;anticancer therapy, agios-4;anticancer therapy, celgene-4;vorasidenib"
REP.1M,2.5,PAMIPARIB,"",PARP INHIBITOR,BRD:BRD-K00003461-001-01-9,"PARP1,PARP2","PARP1,PARP2,",",","[14c]-pamiparib;beigene290;beigene-290;bgb 290;bgb290;bgb-290;pamiparib;parp 1/2 inhibitor (oral, cancer), beigene;parp inhibitor (cancer), beigene/merck serono"
REP.1M,2.5,LANIFIBRANOR,"",PPAR RECEPTOR AGONIST,BRD:BRD-K00003462-001-01-9,"PPARA,PPARD,PPARG,CD3E,EPCAM","PPARA,PPARD,PPARG,",",",iva 337;iva337;iva-337;lanifibranor;slv-337
REP.1M,2.5,PYROTINIB,"",KINASE INHIBITOR,BRD:BRD-K00003463-001-01-9,"EGFR,ERBB2","EGFR,ERBB2,",",","bltn;hti1001;hti-1001;pyrotinib;pyrotinib dimaleate;pyrotinib maleate;shr 1258;shr1258;shr-1258;airuini;shr1258 dimaleate;pyrotinib (breast cancer), jiangsu hengrui;pyrroltinib maleate (oral tablet, cancer), jiangsu hengrui medicine;receptor tyrosine kinase inhibitors (cancer), shanghai hengrui"
REP.1M,2.5,POCAPAVIR,"",ENTEROVIRUS CAPSID INHIBITOR,BRD:BRD-K00003464-001-01-9,"",NaN,NaN,"pocapavir;sch-47802;sch-48973;v-073;v-7404;capsid inhibitors (polioviral infections), schering-plough research institute;capsid inhibitors (polioviral infections), virodefense"
REP.1M,2.5,FANTOFARONE,"",CALCIUM CHANNEL BLOCKER,BRD:BRD-K00003465-001-01-9,CACNA1C,"CACNA1C,",",",fantofarone;sr-33557;sr-33671
REP.1M,2.5,NELOTANSERIN,"",SEROTONIN RECEPTOR INVERSE AGONIST,BRD:BRD-K00003466-001-01-9,HTR2A,"HTR2A,",",","5-ht2a inverse agonists, arena;apd125;apd-125;nelotanserin;rvt102;rvt-102;sleep disorders ther, arena;5-ht2a inverse agonist (insomnia), arena"
REP.1M,2.5,TEMANOGREL,"",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K00003467-001-01-9,HTR2A,"HTR2A,",",","5-ht2a inverse agonist, arena;apd791;apd-791;temanogrel;temanogrel hydrochloride;5-ht 2a inverse agonist (arterial thrombosis), arena pharmaceutical"
REP.1M,2.5,DELCASERTIB,"",PKC INHIBITOR,BRD:BRD-K00003468-001-01-9,PRKCD,"PRKCD,",",","cs-9803;cs-9803 (intracoronary);cs-9803 (intravenous);delcasertib;delcasertib (intracoronary);delcasertib (intravenous);delcasertib acetate;kai-9803;kai-9803 (intracoronary);kai-9803 (intravenous);bms-875944;pkc modulators (reperfusion and ischemic injury), kai/daiichi sankyo;delta pkc inhibitor (cardiovascular), bms/kai;delta protein kinase c inhibitor (myocardial infarction), bristol- myers squibb;protein kinase c modulators (reperfusion and ischemic injury, peptide), kai/daiichi sankyo"
REP.1M,2.5,LARAZOTIDE-ACETATE,"",TIGHT JUNCTION REGULATOR,BRD:BRD-K00003469-015-01-9,"",,,
REP.1M,2.5,NEU2000,"",IONOTROPIC GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K00003470-001-01-9,GRIN1,"GRIN1,",",","nelonemdaz;neu 2000;neu 2000kl;neu 2000kwl;neu2000;neu-2000;neu2000kl;neu-2000kl;neu2000kwl;neu-2000kwl;salfaprodil;nmda antagonists , gnt pharma;nmda antagonists, neurotech;nelonemdaz potassium"
REP.1M,2.5,RISLENEMDAZ,"",IONOTROPIC GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K00003471-001-01-9,GRIN2B,"GRIN2B,",",","c6161;c-6161;cerc301;cerc-301;l001067743;l-001067743;mk0657;mk-0657;mk-657;nr2b subtype-selective nmda receptor antagonists (oral capsule, parkinson's disease/ depression), merck & co;c-6161;rislenemdaz"
REP.1M,2.5,VOCLOSPORIN,"",CALCINEURIN INHIBITOR,BRD:BRD-K00003472-001-01-9,"",",",",","lx 212;lx212;lx-212;voclosporin, next-gen, lux;calcineurin inhibitor (ophthalmic implant, dry eye/blepharitis), lux biosciences;voclosporin;voclosporin (ophthalmic implant, dry eye/blepharitis), lux biosciences"
REP.1M,2.5,PRIDOPIDINE,"",DOPAMINE RECEPTOR ANTAGONIST,BRD:BRD-K00003473-001-01-9,DRD2,"DRD2,",",","acr16;acr-16;asp2314;asp-2314;fr310826;fr-310826;huntexil;pridopidine;pridopidine hydrochloride;tv7820;tv-7820;acr-16, teva;dopamine modulator (huntingtons disease), carlsson research;dopamine modulator (huntingtons disease), neurosearch;dopamine modulator (neurological disorders), merck & co;dopamine modulator (schizophrenia), astellas;dopamine modulator (schizophrenia), fujisawa"
REP.1M,2.5,LETRAZURIL,"",ANTIINFECTIVE DRUG,BRD:BRD-K00003474-001-01-9,"",NaN,NaN,r-65731;letrazural;letrazuril
REP.1M,2.5,S-3304,"",MATRIX METALLOPROTEASE INHIBITOR,BRD:BRD-K00003475-001-01-9,"",NaN,NaN,"s-3304;bpha;bpha, shionogi;mmp inhibitors, shionogi;matrix metalloproteinase inhibitor, shionogi"
REP.1M,2.5,NINGETINIB-TOSYLATE,"",PROTEIN TYROSINE KINASE INHIBITOR,BRD:BRD-K00003476-075-01-9,"",,,
REP.1M,2.5,ASIMADOLINE,OPRK1,OPIOID RECEPTOR AGONIST,BRD:BRD-K00003477-001-01-9,OPRK1,"OPRK1,",",","asimadoline;emd-61753;emr 63 320;ono3951;ono-3951;emr-63320;kappa opioid agonists, merck kgaa"
REP.1M,2.5,EPRISTERIDE,"",5 ALPHA REDUCTASE INHIBITOR,BRD:BRD-K00003478-001-01-9,"SRD5A1,SRD5A2","SRD5A1,SRD5A2,",",",epristeride;ono-9302;sk&f-105657;skb-105657;skf-105657;zariflo
REP.1M,2.5,AX-024,"",CYTOKINE PRODUCTION INHIBITOR,BRD:BRD-K00003479-003-01-9,"",NaN,NaN,"ax 024;ax 024 hcl;ax 024 hydrochloride;ax024;ax-024;ax024 hcl;ax-024 hcl;ax024 hydrochloride;ax-024 hydrochloride;ax-024.hcl;nck inhibitor (autoimmune disease), artax biopharma"
REP.1M,2.5,TROPIFEXOR,"",FXR AGONIST,BRD:BRD-K00003480-001-01-9,"NR1H4,CCR2,CCR5","NR1H4,",",","ljn 452;ljn452;ljn-452;tropifexor;ljp-305;farnesoid x receptor agonist (nonalcoholic steatohepatitis), novartis;farnesoid x receptor agonist (oral capsule, nonalcoholic steatohepatitis/non-alcoholic fatty liver disease/primary biliary cirrhosis/liver fibrosis/bile acid diarrhea), novartis"
REP.1M,2.5,PAT-1251,"",LYSYL OXIDASE INHIBITOR,BRD:BRD-K00003481-001-01-9,LOXL2,"LOXL2,",",","loxl-2 inhibitor, pharmakea;pat 1251;pat1251;pat-1251;gb-2064;loxl2 inhibitor (fibrosis), galecto biotech;loxl2 inhibitor (fibrosis), pharmakea therapeutics;loxl2 inhibitor (myelofibrosis), galecto biotherapeutics;loxl2 inhibitor (myelofibrosis), pharmakea therapeutics"
REP.1M,2.5,MK-4074,"",ACETYL-COA CARBOXYLASE INHIBITOR,BRD:BRD-K00003482-001-01-9,"",NaN,NaN,mk4074;mk-4074
REP.1M,2.5,GSK656,"",LEUCYL-TRNA SYNTHETASE INHIBITOR,BRD:BRD-K00003483-003-01-9,CHRM3,"CHRM3,",",","656398;gsk656398;gsk-656398;td-5742;thrx-141114;lama (copd), theravance/glaxosmithkline;long-acting muscarinic antagonist (copd), theravance/glaxosmithkline"
REP.1M,2.5,MIROGABALIN-BESYLATE,"",CALCIUM CHANNEL ANTAGONIST,BRD:BRD-K00003484-074-01-9,"",,,
REP.1M,2.5,SB-649868,"",OREXIN RECEPTOR ANTAGONIST,BRD:BRD-K00003485-001-01-9,"HCRTR1,HCRTR2","HCRTR1,","HCRTR1,HCRTR2,","mch antagonists, sb;sb-334867;649868;868;gsk-649868;sb-284422;sb-334867-a;sb-334967;sb-408124;sb-410220;sb-649868;sb-668875;sb-674042;orexin-1 antagonists, glaxosmithkline;orexin-1 antagonists, smithkline beecham"
REP.1M,2.5,DG051,"",LEUKOTRIENE SYNTHESIS INHIBITOR,BRD:BRD-K00003486-003-01-9,LTA4H,"LTA4H,",",","dg051;dg-051;lta4 hydrolase inhibitor, decode;leukotriene a4 hydrolase inhibitor (arterial inflammation), decode;leukotriene a4 hydrolase inhibitor (myocardial infarction), decode"
REP.1M,2.5,TOMEGLOVIR,"",ANTIVIRAL,BRD:BRD-K00003487-001-01-9,"",NaN,NaN,bay-38-4766;bay-40-1007;tomeglovir;bay-38-4766;bay-40-1007;bay-43-9695
REP.1M,2.5,SULTIAME,CA2,CARBONIC ANHYDRASE INHIBITOR,BRD:BRD-K00003488-001-01-9,CA2,NaN,NaN,"sulthiame;sulthiame (rolandic epilepsy), marathon pharmaceuticals;sultiame;sultiame (rolandic epilepsy), marathon pharmaceuticals"
REP.1M,2.5,GAMITHROMYCIN,"",ANTIBACTERIAL,BRD:BRD-K00003489-001-01-9,"",,,
REP.1M,2.5,NGP555,"",GAMMA SECRETASE MODULATOR,BRD:BRD-K00003490-001-01-9,"APP,GSAP","APP,GSAP,",",","ngp 555;ngp555;ngp-555;ngp-328;gamma secretase inhibitors (alzheimer's disease), neurogenetic pharmaceuticals"
REP.1M,2.5,MORPHOTHIADIN,"",ANTIINFECTIVE DRUG,BRD:BRD-K00003491-001-01-9,"",NaN,NaN,"gls4;gls-4;gls4jhs;morphothiadine;morphothiadine mesilate;gls-4-jhs;morphothiadin mesilate (oral capsule, hbv infection), hec pharm;morphothiadine mesilate (oral capsule, hbv infection), hec"
REP.1M,2.5,APARARENONE,"",MINERALOCORTICOID RECEPTOR ANTAGONIST,BRD:BRD-K00003492-001-01-9,NR3C2,"NR3C2,",",",apararenone;mt 3995;mt3995;mt-3995
REP.1M,2.5,PADSEVONIL,"",ANTIEPILEPTIC,BRD:BRD-K00003493-001-01-9,"GABRA1,GABRA2,GABRA3,GABRA5,SV2A","GABRA1,GABRA2,GABRA3,GABRA5,SV2A,",",","padsevonil;padsevonil (film);padsevonil (tablet);ucb 0942;ucb0942;ucb-0942;ucb0942 (film);ucb-0942 (film);ucb0942 (tablet);ucb-0942 (tablet);psl;anticonvulsant (epilepsy), ucb"
REP.1M,2.5,ROSIPTOR,"",SHIP1 PHOSPHATASE ACTIVATOR,BRD:BRD-K00003494-001-01-9,INPP5D,"INPP5D,",",","aqx-108;aqx-131-135;aqx-140;aqx-150;cancer+inflammation therapy, aquinox;aqx-1125;aqx-131;aqx-132;aqx-133;aqx-134;aqx-135;ship agonists (cancer/inflammation/copd), aquinox/astellas;rosiptor;rosiptor (cancer/inflammation/copd), aquinox/astellas;rosiptor acetate;rosiptor acetate (cancer/inflammation/copd), aquinox/astellas;rosiptor acetate (oral, bladder pain syndrome/interstitial cystitis and chronic prostatitis/chronic pelvic pain syndrome), aquinox/astellas"
REP.1M,2.5,BALOXAVIR-MARBOXIL,"",ENDONUCLEASE INHIBITOR,BRD:BRD-K00003495-001-01-9,"",,,
REP.1M,2.5,BALOXAVIR,"",ENDONUCLEASE INHIBITOR,BRD:BRD-K00003496-001-01-9,"",NaN,NaN,"anti-influenza, shionogi;anti-influenza, shionogi (oral suspension);anti-influenza, shionogi (oral tablet);baloxavir marboxil;baloxavir marboxil (oral tablet);baloxavir marboxil (suspension);rg 6152;rg 6152 (oral suspension);rg 6152 (oral tablet);rg6152;rg-6152;rg6152 (oral suspension);rg-6152 (oral suspension);rg6152 (oral tablet);rg-6152 (oral tablet);s 033188;s 033447;s033188;s-033188;s033188 (granules);s-033188 (granules);s-033188 (oral suspension);s-033188 (oral tablet);s033447;s-033447;xofluza;xofluza (oral tablet);xofluza (suspension);zofluza;baloxavir;oral, anti-influenza program, shionogi"
REP.1M,2.5,MAVACAMTEN,"",MYOSIN INHIBITOR,BRD:BRD-K00003497-001-01-9,"",",",",","cardiomyopathy therapy, myokardia;hcm1;hcm-1;hypertrophic cardiomyopathy therapy, myokardia-1;mavacamten;mavacamten (capsule);mavacamten (tablet);myk 461;myk461;myk-461;sar 439152;sar439152;sar-439152;cardiovascular therapeutics (hypertrophic cardiomyopathy), myokardia;cardiovascular therapeutics (hypertrophic cardiomyopathy), myokardia/ sanofi;mevacamten"
REP.1M,2.5,TAPINAROF,"",ARYL HYDROCARBON RECEPTOR AGONIST,BRD:BRD-K00003498-001-01-9,AHR,"AHR,",",","tapinarof, sol-gel technologies;2894512;dhps;dmvt-505;gsk-2894512;wb-1001;wbi-1000 series (autoimmune disease), welichem;wbi-1001;wbi-1062;benvitimod;benximode;tapinarof"
REP.1M,2.5,ADAVIVINT,"",WNT PATHWAY INHIBITOR,BRD:BRD-K00003499-001-01-9,"",,,
REP.1M,2.5,DELGOCITINIB,"",JAK INHIBITOR,BRD:BRD-K00003500-001-01-9,"JAK1,JAK2,JAK3","JAK1,JAK2,JAK3,",",","corectim;delgocitinib;jte052;jte-052;jte052 (oral);jte-052 (oral);jte052 (topical);jte-052 (topical);jte052a;jte-052a;jte052a (oral);jte-052a (oral);jte052a (topical);jte-052a (topical);leo 124249;leo-124249;lp0133;lp-0133;roh 201;roh201;roh-201;jte-052 (topical, autoimmune disease/allergy), japan tobacco;jte-052 (topical, autoimmune disease/allergy/dermatological disease), japan tobacco/ leo pharma;jte-052-a;delgocitinib (topical, dermatological disease), japan tabacco/leo pharma;delgocitinib (topical, dermatological disease/discoid lupus erythematosus), japan tabacco/leo pharma"
REP.1M,2.5,LAZERTINIB,"",TYROSINE KINASE INHIBITOR,BRD:BRD-K00003501-001-01-9,EGFR,"EGFR,",",","14c-lazertinib;gns 1480;gns1480;gns-1480;jnj 73841937;jnj73841937;jnj-73841937;lazertinib;yh 25448;yh25448;yh-25448;egfr tyrosine kinase inhibitor (nsclc), yuhan/ janssen biotech;egfr tyrosine kinase inhibitor (cancer), genosco;egfr tyrosine kinase inhibitors (cancer), yuhan corp;jnj-1937;pd-l1 checkpoint inhibitor (cancer), genosco/yuhan"
REP.1M,2.5,ROVAZOLAC,"",LXR AGONIST,BRD:BRD-K00003502-001-01-9,"",NaN,NaN,"alx 101;alx101;alx-101;lxr agonist, alexar therapeutics;a-110;lxr agonists (topical, inflammatory disease), alexar therapeutics;lxr agonists (topical, inflammatory disease), ralexar;liver x receptor agonists (topical, inflammatory disease), alexar therapeutics;liver x receptor agonists (topical, inflammatory disease), ralexar;rovazolac"
REP.1M,2.5,VECABRUTINIB,"",BRUTON'S TYROSINE KINASE (BTK) INHIBITOR,BRD:BRD-K00003503-001-01-9,BTK,"BTK,",",","kinase inhibitor, biogen idec-5;kinase inhibitor, sunesis-5;sns 062;sns062;sns-062;vecabrutinib;sns-062 succinate;vecabrutinib succinate"
REP.1M,2.5,LICOGLIFLOZIN,"",SODIUM/GLUCOSE COTRANSPORTER INHIBITOR,BRD:BRD-K00003504-001-01-9,"SLC5A1,SLC5A2","SLC5A1,SLC5A2,",",","licogliflozin;lik 066;lik066;lik-066;sglt 1/2 inhibitor (type 2 diabetes), novartis;licogliflozin bis(prolinate);licogliflozin diprolinate;sodium glucose transporter 1/2 inhibitor (type 2 diabetes), novartis"
REP.1M,2.5,NEMOREXANT,"",OREXIN RECEPTOR ANTAGONIST,BRD:BRD-K00003505-001-01-9,"HCRTR1,HCRTR2","HCRTR1,HCRTR2,",",","act 541468;act 541468 (capsule);act 541468 (tablet);act541468;act-541468;act541468 (capsule);act-541468 (capsule);act541468 (tablet);act-541468 (tablet);daridorexant;daridorexant (capsule);daridorexant (tablet);dora;doras, actelion;doras, actelion (capsule);nemorexant;nemorexant (capsule);nemorexant (tablet);new dual orexin receptor antagonists, actelion;act-541568;dora, actelion ltd;daridorexant (oral, insomnia), mochida;daridorexant (oral, insomnia/ sleep apnea/ copd), idorsia;dual orexin antagonist (insomnia), actelion;dual orexin receptor antagonist (insomnia), actelion;dual orexin receptor antagonist (insomnia, copd), idorsia;dual orexin receptor antagonist (insomnia, copd, obstructive sleep apnea), idorsia"
REP.1M,2.5,RISDIPLAM,"",RNA SPLICING INHIBITOR,BRD:BRD-K00003506-001-01-9,SMN2,"SMN2,",",",evrysdi;rg 7916;rg7916;rg-7916;risdiplam;ro 7034067;ro7034067;ro-7034067
REP.1M,2.5,FARAMPATOR,"",IONOTROPIC GLUTAMATE RECEPTOR AGONIST,BRD:BRD-K00003507-001-01-9,GRIA1,"GRIA1,",",","cx691;cx-691;farampator;org 24448;org-24448;sch 900460;sch-900460;ampakine (former lead), organon"
REP.1M,2.5,ASTX660,"",APOPTOSIS INHIBITOR,BRD:BRD-K00003508-001-01-9,"BIRC2,BIRC3,XIAP","BIRC2,BIRC3,XIAP,",",","astx 660;astx660;astx-660;at-iap;iap inhibitors (cancer), astex;iap inhibitors (capsule, oral, cancer/acute myeloid leukemia), astex"
REP.1M,2.5,AZD1390,"",ATM KINASE INHIBITOR,BRD:BRD-K00003509-001-01-9,ATM,"ATM,",",","[11c]azd1390;azd 1390;azd1390;azd-1390;radiolabeled azd1390;atm kinase inhibitor (cancer/glioblastoma/metastatic brain cancer), astrazeneca"
REP.1M,2.5,FLT3-IN-1,"",FLT3 INHIBITOR,BRD:BRD-K00003510-001-01-9,"",,,
REP.1M,2.5,CA-4948,"",KINASE INHIBITOR,BRD:BRD-K00003511-001-01-9,"IRAK4,MYD88","IRAK4,MYD88,",",","ca 4948;ca4948;ca-4948;irak4 inhibitors, aurigene discovery technologies;au-4948;irak4 inhibitors (cancer), aurigene"
REP.1M,2.5,BMS-813160,"",CC CHEMOKINE RECEPTOR ANTAGONIST,BRD:BRD-K00003512-001-01-9,"CCL2,CCR5","CCL2,CCR5,",",","bms813160;bms-813160;bms813160 (capsule);bms-813160 (capsule);bms813160 (solution);bms-813160 (solution);ccr2/5 antagonist, bms-4, metabolics;bms-585059;ccr2/ccr5 chemokine antagonist (immune disorders, cardiovascular disorders), bms;ccr2/ccr5 dual antagonist (cardiovascular disease), bristol-myers squibb;ccr2/ccr5 dual antagonist (immunology), bristol-myers squibb"
REP.1M,2.5,FONDAPARINUX,"F10, SERPINC1",COAGULATION FACTOR INHIBITOR,BRD:BRD-K00003513-363-01-9,"F10,SERPINC1","SERPINC1,",",","antithrombotics, organon;antithrombotics, sanofi;arixtra;arixtra (iv);arixtra (sc);fondaparin;fondaparinux;fondaparinux (iv);fondaparinux (sc);fondaparinux sodium;fondaparinux sodium (iv);fondaparinux sodium (sc);gsk576428;gsk576428 (iv);gsk576428 (sc);org-31540;org31540;org-31540 (iv);org31540 (iv);org-31540 (sc);org31540 (sc);quixidar;quixidar (iv);quixidar (sc);sr-90107;sr-90107 (iv);sr-90107 (sc);sr90107a;sr-90107a;sr90107a (iv);sr-90107a (iv);sr90107a (sc);sr-90107a (sc);arixtra®;gsk-576428;ic-851589;xantidar;fondaparin sodium;pentasaccharide, sanofi-synthelabo/organon"
REP.1M,2.5,DIQUAFOSOL,"",PURINERGIC RECEPTOR ACTIVATOR,BRD:BRD-K00003514-342-01-9,P2RY2,",",",","de-089;diquafosol tetrasodium;diquas;diquas-s;ins365;ins-365;ins-365 ophthalmic;ins-365 respiratory;kpy-998;prolacria;diquafosol;diquafosol tetrasodium (ophthalmic, dry eye), inspire/allergan/santen"
REP.1M,2.5,AZ7550,"",INSULIN GROWTH FACTOR RECEPTOR INHIBITOR,BRD:BRD-K00003515-003-01-9,"",,,
REP.1M,2.5,EMAMECTIN,"",GABA RECEPTOR AGONIST,BRD:BRD-K00003516-057-01-9,"",,,
REP.1M,2.5,4-(AMINOMETHYL)BENZOIC-ACID,"",HEMOSTATIC AGENT,BRD:BRD-K00003517-001-01-9,"",,,
REP.1M,2.5,METHYLBENACTYZIUM-BROMIDE,"",CHOLINERGIC RECEPTOR ANTAGONIST,BRD:BRD-K00003518-004-01-9,"",,,
REP.1M,2.5,GLYCEROL-PHENYLBUTYRATE,"",SIGMA RECEPTOR LIGAND,BRD:BRD-K00003520-001-01-9,"",,,
REP.1M,2.5,LUCANTHONE,"APEX1, TOP1, TOP2A",ENDONUCLEASE INHIBITOR,BRD:BRD-K00003521-001-01-9,"APEX1,TOP1,TOP2A","APEX1,TOP2A,",",",lucanthone;thiaxanthenone;lucanthone hydrochloride
REP.1M,2.5,BROMISOVAL,"",ANTI-INFLAMMATORY AGENT,BRD:BRD-K00003522-001-01-9,"",,,
REP.1M,2.5,TAUROGLYCOCHOLATE,"",MEMBRANE PERMEABILITY ENHANCER,BRD:BRD-K00003523-236-01-9,"",,,
REP.1M,2.5,APRONAL,"",CYTOCHROME P450 MODULATOR,BRD:BRD-K00003524-001-01-9,"",,,
REP.1M,2.5,HYDROXOCOBALAMIN,"",VITAMIN B,BRD:BRD-K00003525-003-01-9,"IFNAR2,IMPDH1",NaN,NaN,"hydroxocobalamin, rct;vitamin b12a, rct"
REP.1M,2.5,UPRIFOSBUVIR,"",ANTIVIRAL,BRD:BRD-K00003526-001-01-9,"",NaN,NaN,"idx21437;idx-21437;idx21437 (capsule);idx-21437 (capsule);idx21437 (tablet);idx-21437 (tablet);mk3682;mk-3682;mk3682 (capsule);mk-3682 (capsule);mk3682 (tablet);mk-3682 (tablet);uprifosbuvir;uridine nucleotide prodrug, anti-hcv, idenix 1;uridine nucleotide inhibitors (oral, prodrug, hcv infection), idenix pharmaceuticals;uridine nucleotide inhibitors (oral, prodrug, hcv infection), merck & co"
REP.1M,2.5,SOFOSBUVIR-IMPURITY-M,"",ANTIVIRAL,BRD:BRD-K00003527-001-01-9,"",,,
REP.1M,2.5,AZD5153,"BRD4, BRD2, BRD3, BRDT",BROMODOMAIN INHIBITOR,BRD:BRD-K00003528-457-01-9,"BRD4,BRD2,BRD3,BRDT","BRD4,",",","azd 5153;azd5153;azd-5153;brd inhibitor, astrazeneca;bivalent brd4 bromodomain inhibitor (cancer), astrazeneca"
REP.1M,2.5,CLOPERASTINE-FENDIZOATE,"",POTASSIUM CHANNEL ANTAGONIST,BRD:BRD-K00003529-458-01-9,"",,,
REP.1M,2.5,PIRMENOL,"",ACETYLCHOLINE RECEPTOR INHIBITOR,BRD:BRD-K00003530-003-01-9,SCN5A,"SCN5A,",",",ci-845;pimenol;pirmavar;pirmenol;pirmavar;pirmenol hydrochloride
REP.1M,2.5,ACELARIN,"",ANTICANCER AGENT,BRD:BRD-K00003531-001-01-9,"",NaN,NaN,"acelarin;fosgemcitabine palabenamide, nucana biomed;gemcitabine prodrug, morvus;gemcitabine protides, nucana;morpro-1;mtl007;mtl-007;nuc1031;nuc-1031;cpf-31;fosgemcitabine palabenamide;gemcitabine prodrug (protide, cancer), nucana biomed"
REP.1M,2.5,INARIGIVIR,"",ANTIVIRAL,BRD:BRD-K00003532-001-01-9,"DDX58,NOD2","DDX58,NOD2,",",",gs9992;gs-9992;inarigivir soproxil;sb 9200;sb40;sb-40;sb40 (intranasal);sb-40 (intranasal);sb40 (oral);sb-40 (oral);sb9200;sb-9200;sb9200 (intranasal);sb-9200 (intranasal);sb9200 (oral);sb-9200 (oral);sb-44
